goodroadv,transport,pro3,tapwater,roadv,rm2c7d,rm2c7e,rm2c7g,animal_s,agrvisit,plant_s,agrext,irrigation,rm2c7c,pro5,pro4,rm2c7b,useschool,kgarten,v_prischool,broadcast,post,vpost,rm2c7a,rm2c7f,market,nonfarm,vmarket1,vmarket2,vmarket3,treatment,id_district,lnarea,lnpopden,city,reg8,rnongnghiep,rcongnghiep,rdichvu,year,tinh,post_treat
1,1,0,0,1,0.06600660086,0.006600660272,0,1,0.5,1,0,1,0.08990669996,0,0,0.004240882117,0,1,1,1,1,0,0.3254125416,0,0,0,0,0,0,1,103d11,1.549687862,5.7734828,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,1,1,0.2,1,0,1,0,0,0,0.001073170686,0,1,0,1,1,0,0.8409090638,0,1,1,1,0,0,1,103d13,2.116255522,5.579957008,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.2,1,0,1,0,0,0,0.01646743156,1,1,0,1,0,0,0.2635455132,0,1,0,0,0,0,1,103d13,1.686398983,5.863736153,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,1,1,0.0260484498,0,0.2122948617,1,0.24,1,0,1,0,1,0,0.002279090928,0,1,1,1,1,1,0.08231310546,0,1,1,1,0,0,1,103d13,1.851599455,6.401367664,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0.756929636,1,0.19,0,0,1,0,0,0,0.007206523791,0,1,0,1,1,1,0.1883439869,0,1,1,0,0,0,1,103d13,1.675225735,5.573989391,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,0,1,0,0,1,1,0.02,1,0,1,0.0005060728872,0,0,0.003542510094,0,1,0,1,1,0,0.03858875483,0,1,0,1,0,0,1,103d15,2.498973846,5.409780979,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,1,1,0,0,0,1,0.02,1,0,1,0,0,0,0.001533507137,0,1,0,1,0,1,0.03859250993,0.001702610636,1,1,1,0,0,1,103d15,1.278152227,6.196052551,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.1,0,0,1,0,0,0,0,1,1,0,1,1,0,0.07228915393,0,0,1,0,0,0,1,103d15,1.750937462,5.886778831,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,0,1,0,0,0,1,0.1,1,0,1,0,0,1,0.005451713223,0,1,0,1,1,0,0.2429906577,0,1,1,0,1,0,1,103d15,2.080690861,5.587870598,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0.1303475946,1,0.5,1,0,1,0.1165381297,0,0,0.002227934776,0,1,0,1,1,0,0.113636367,0,0,0,0,0,0,1,103d15,1.894616842,5.415933132,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0.06713780761,1,0.06,1,0,0,0.03929640725,0,0,0.001497006044,1,1,1,1,1,1,0.1060070693,0.04946996644,0,1,0,0,0,1,103d17,1.955860496,5.299024105,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.1,0,0,1,0,0,0,0,0,1,1,1,1,0,0.2217718661,0.007527504116,1,1,1,0,0,1,103d17,1.667706847,5.786434174,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.05,0,0,1,0,0,0,0.0008198961732,0,1,1,1,1,0,0.3231106102,0,1,0,1,0,0,1,103d17,2.309560776,4.507174969,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0.06818182021,0.6818181872,0,1,0.06,1,0,1,0.01348314621,0,0,0.01078651659,0,1,0,1,1,1,0.2899999917,0.01318181772,1,0,1,1,1,1,103d17,2.111424685,5.584787846,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.08,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,103d17,1.311031938,6.121451855,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0.04046242684,0.003303055419,0,1,0.2,0,0,1,0.1516153365,1,0,0.01133572683,0,1,0,1,1,0,0,0,1,0,0,0,0,1,103d17,2.404238701,5.388110161,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
0,1,0,0,1,0.02059308067,0,0,1,0.18,1,0,1,0.1980444938,0,0,0.005387608428,0,1,0,1,1,0,0.642504096,0.004942339379,1,1,0,0,0,1,103d19,2.267993689,5.52682972,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.08,1,0,1,0.008278145455,0,0,0.006208609324,0,1,1,1,1,0,0.4327894449,0.006216006353,1,1,0,0,0,1,103d19,1.386294365,5.773774624,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.04,1,0,1,0,0,0,0.001015522983,0,1,0,1,1,0,0.2040816396,0.004081632476,0,1,0,0,0,1,103d19,1.977270365,5.469898224,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
0,1,1,0,1,0,0,0,1,0.02,1,0,1,0.00292568747,1,1,0.004681100138,0,1,0,1,1,0,0.04287756234,0.003811338684,0,1,0,0,0,1,103d19,2.959586859,4.689629555,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.06,1,1,1,0,0,0,0,0,1,0,1,1,0,0.2655860484,0.007481296547,0,1,0,0,0,1,103d19,1.385043502,5.302064896,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.03,1,0,1,0.07026298344,0,0,0.002562373644,1,1,0,1,0,1,0.1651234627,0,1,0,1,1,1,1,103d21,1.840549707,5.731953144,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,0,1,0,0.0006305170245,0,1,0.05,1,0,1,0.2055513859,0,0,0.0110652661,0,1,0,1,1,0,0.09331651777,0,1,1,0,0,0,1,103d21,1.699278593,5.669692039,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,0,1,0,0.006417112425,0,1,0.02,1,0,0,0.2087392211,1,0,0.02365711145,0,1,0,1,1,0,0.1443850249,0.003208556212,0,0,0,0,0,1,103d21,1.821318269,5.712375641,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,0,1,0,1,0.02268430963,0,0,1,0.06,1,0,1,0.01652553864,0,1,0.008740780875,0,1,0,1,1,0,0.195652172,0.009924385697,1,1,0,0,0,1,103d21,1.8148247,5.842458248,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,0,1,0.03846153989,0,0,1,0.5,1,0,1,0.02634593286,0,1,0.00458190171,0,1,0,1,1,0,0,0,1,0,0,0,0,1,103d21,1.640936494,5.529182911,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,1,0,1,0.02450980432,0,0,1,0.05,1,0,1,0.01875521056,0,1,0.01055848878,1,1,0,1,1,0,0.2162309438,0.00272331154,1,0,0,0,0,1,103d21,1.819698811,5.695645809,1,1,0.1517603844,2.451999187,1.266805053,2006,103,0
1,1,0,0,1,0,0,0,1,0.05,1,0,1,0,0,1,0,0,1,0,0,1,0,0.2321262807,0,0,1,0,0,0,0,104d2,2.450142622,5.224939346,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0.01667735726,0,0.1340602934,1,0.02,1,0,1,0.2812334001,0,0,0.02339181304,0,1,0,1,1,0,0,0,1,1,1,1,0,1,104d3,2.041220188,5.310579777,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,0,1,0,1,0.01845018379,0,0,1,0.02,1,0,1,0.2555178404,0,0,0.01663837023,0,1,0,1,1,0,0.02804427966,0,1,1,0,0,0,1,104d3,2.28949976,4.922056675,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0.01413811836,0,0,1,0.02,1,0,1,0.1674830914,0,0,0.006064847112,0,0,0,1,1,0,0.08754757792,0,0,1,0,0,0,1,104d3,2.580216885,4.936760426,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.02,1,0,1,0.1863985509,0,1,0.02372345142,0,1,1,0,1,0,0.1243144423,0,1,1,0,0,0,1,104d3,1.629240513,5.368355274,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0.01949317753,0,0.1552956402,1,0.03,1,0,1,0.003440682543,0,0,0.01348747592,1,0,0,1,0,0,0.00584795326,0,1,1,1,0,0,1,104d3,1.763016939,5.575870991,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.02,1,0,1,0.06925430894,0,1,0.009824448265,0,1,0,1,1,0,0.2336387485,0,1,1,0,1,0,1,104d3,2.088029623,5.243685246,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0,0,0,1,0.02,1,0,1,0.0368505381,1,1,0.0201419089,0,0,0,0,1,0,0.04178537428,0,0,1,0,0,0,1,104d3,2.602689743,4.356709003,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,0,1,0,1,0,0,0.181621626,1,0.04,1,0,1,0.0101671936,1,0,0.01762313582,0,1,0,1,1,0,0.1243243217,0,0,1,0,0,0,1,104d3,2.029463291,4.800330639,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0.4222972989,1,1,0.04,1,0,1,0,0,0,0.09628009051,1,0,0,1,1,0,0,0,0,0,0,0,0,1,104d4,2.233235121,4.843418598,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0,0,0,1,0.12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,104d4,2.314513683,5.098853588,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,1,1,0.06,1,0,1,0.01454757061,1,0,0.02545824833,0,0,1,1,1,1,0,0,1,0,0,0,0,1,104d5,1.803358674,5.549082279,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0,0,0,1,0.02,1,0,1,0.2365356684,0,0,0.004512372427,1,1,0,1,1,0,0.2623376548,0.2623376548,0,1,0,0,0,1,104d5,1.991975546,5.347562313,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0.154559508,0,0,1,0.08,0,0,1,0,1,0,0.02964610048,0,1,0,1,1,1,0.927357018,0,1,0,0,0,0,1,104d5,2.002830505,5.162662983,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0,0,1,1,0.04,1,0,0,0.114621602,1,1,0.004996326286,0,1,0,1,1,1,0.1890784949,0,0,0,0,0,0,1,104d5,1.88555336,5.404057026,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0.03896103799,0,0.04943443835,1,0.59,1,0,1,0.0487245135,0,0,0.01068055443,0,1,0,1,1,0,0.02094679512,0,0,1,0,0,0,1,104d6,2.251291752,5.526500702,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,0,0,0,1,0,0,0,1,0.01,1,0,1,0.002690583002,0,0,0.008968610317,0,1,0,1,1,0,0.03222094476,0,0,1,0,0,0,1,104d6,3.868489027,2.898854017,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,0,0,0,1,0,1,0.9682416916,1,0.1,1,0,1,1,1,0,,0,0,0,0,1,0,0.3764523566,0,1,1,0,0,0,1,104d6,3.802208185,3.360964298,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0.07897984236,1,0.06,1,0,1,0.001556420233,1,0,0.003501945641,0,1,0,1,1,0,0.04113533348,0,1,1,0,0,0,1,104d6,2.468946695,5.327111244,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.18,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,104d7,1.665818214,6.336206436,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.15,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,104d7,2.332144022,5.27523756,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,0,0,0,1,0,0.1924914718,0.1924914718,1,0.12,1,0,0,0.1835149825,0,0,0,0,0,0,1,1,0,0,0.1924914718,1,0,0,0,0,1,104d7,1.613429904,5.676180363,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,104d7,1.098612309,6.118097305,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0.008599508554,0.128992632,0.7285012007,1,0.04,1,0,0,0.05361855775,0,0,0.01125156227,0,1,1,1,1,1,0.2223587185,0,1,1,1,0,0,1,104d7,1.604224324,5.790883064,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,0,0,0,1,0,0,0,1,0.18,1,0,1,0,0,0,0,0,1,0,1,1,0,0.0601869151,0,1,0,0,0,0,1,104d7,2.002830505,5.888874054,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,0,0,0,1,0,0,0,1,0.04,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,104d7,2.174751759,5.395175934,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.11,1,0,1,0.0288595017,0,1,0.01110542845,1,1,0,1,1,0,0.01754966937,0,1,1,0,0,0,1,104d9,2.212660313,5.80035162,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.05,1,0,1,0.04425711185,0,0,0.00526870368,1,1,1,1,1,0,0.1235177889,0,1,0,0,0,0,1,104d9,2.139713049,5.473117828,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0.01610541716,0,0.8323572278,1,0.1,0,0,1,0.2501389682,0,1,0.003474152414,0,0,0,1,1,0,0,0.8323572278,0,1,0,0,0,1,104d9,1.266947627,5.952694416,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0.04679457098,0.1249415055,1,0.06,1,0,1,0.04300072417,0,0,0.02642213181,0,1,0,1,1,1,0.2372484803,0.007019185927,1,0,0,0,0,1,104d9,1.97129941,5.695858955,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
0,1,0,0,0,0.006057546474,0,0,1,0.09,1,0,0,0.04877482355,0,0,0.01625827514,0,0,0,1,1,1,0.0848056525,0,1,1,1,0,0,1,104d9,1.661270976,5.930086136,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0.00616591936,0,0.1059417054,1,0.11,1,0,1,0.117579788,0,0,0.03888138011,0,1,1,1,1,1,0.3071748912,0,1,1,1,0,1,1,104d9,2.033397675,5.453215599,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0.6823869348,1,0.02,1,0,1,0.002824858762,0,0,0.01129943505,0,0,1,1,1,0,0,0,0,1,0,0,0,0,104d11,1.982379913,5.656781197,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0.912129879,1,0.02,1,0,1,0.003269309411,0,1,0.004903964233,0,0,1,1,1,1,0,0,0,1,0,0,0,0,104d11,1.11514163,5.838542461,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0.0009425070602,0,0.1008482575,1,0.08,1,0,1,0.01324753929,0,0,0.008137774654,0,1,0,1,1,0,0.07068803161,0,1,1,0,0,0,0,104d11,2.002830505,5.657283783,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0.1284403652,0.9508256912,1,0.03,1,0,1,0,0,0,0.05173807591,0,1,1,1,1,0,0,0,0,1,0,0,0,0,104d11,2.577941418,5.332282066,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0,0,0.09060140699,1,0.06,1,0,1,0,0,0,0.01673352346,1,0,0,1,1,0,0,0.0002603488683,1,1,0,1,0,0,104d11,2.621765852,5.631721973,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,0,0,1,0,0,0,1,0.08,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,104d11,2.042518139,5.75682497,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0.8902438879,0,0.04,1,1,1,0.009349129163,0,1,0.009349129163,0,0,0,1,1,0,0.01546698436,0,0,1,0,0,0,0,104d11,2.530517101,5.589774132,0,1,0.3763430715,2.394067526,0.6670373678,2006,104,0
1,1,1,0,1,0,0,0,1,0.03,0,0,1,0.005194805097,0,0,0.00616883114,0,1,0,1,1,0,0,0,0,1,0,0,0,0,105d1,0.9932518005,6.227853298,0,1,-0.1701940298,2.093684435,1.761859536,2006,105,0
1,1,1,0,1,0,0,0,1,0.12,1,0,0,0.02130825259,0,1,0.0006376534584,0,1,1,1,1,1,0,0,1,1,1,1,0,0,105d1,1.937301755,6.364468098,0,1,-0.1701940298,2.093684435,1.761859536,2006,105,0
1,1,0,0,1,0,0,0,1,0.04,1,0,1,0.003369524609,0,0,0.001965556061,0,1,1,1,1,1,0,0.001745810034,1,1,1,0,0,0,105d1,1.479329228,6.48064518,0,1,-0.1701940298,2.093684435,1.761859536,2006,105,0
1,1,0,1,1,0.007855459116,0.0007855459698,0,1,0.12,0,0,1,0.006425702944,0,0,0.08032128215,0,1,1,1,1,1,0.0903377831,0,1,0,1,1,1,0,105d3,2.683757544,4.465373993,0,1,-0.1701940298,2.093684435,1.761859536,2006,105,0
1,1,1,0,1,0,0,0,1,0.02,1,0,1,0.005137553904,0,0,0.004226052202,0,1,0,1,1,0,0.1913285553,0,1,0,0,0,0,0,105d3,2.998727798,4.830902576,0,1,-0.1701940298,2.093684435,1.761859536,2006,105,0
1,1,1,0,1,0,0,0,1,0.01,0,0,1,0.2988528013,0,1,0.1429127008,0,1,1,1,1,0,0,0,1,0,1,1,0,0,105d5,1.283707738,5.704705238,0,1,-0.1701940298,2.093684435,1.761859536,2006,105,0
1,1,1,0,1,0,0,0,1,0.15,0,0,0,0.0008077544626,0,0,0.00807754416,0,1,0,1,1,0,0.04437869787,0,1,0,1,1,0,0,105d5,2.514465332,4.694874763,0,1,-0.1701940298,2.093684435,1.761859536,2006,105,0
